id:ID,name,category,price:float
1964,product_1964,apparel,174.11
1965,product_1965,grocery,407.0
1966,product_1966,beauty,393.23
1967,product_1967,home,298.96
1968,product_1968,toys,250.87
1969,product_1969,apparel,401.08
1970,product_1970,electronics,22.72
1971,product_1971,toys,137.48
1972,product_1972,books,31.9
1973,product_1973,toys,217.14
1974,product_1974,toys,24.73
1975,product_1975,toys,265.82
1976,product_1976,apparel,474.97
1977,product_1977,home,113.5
1978,product_1978,grocery,373.67
1979,product_1979,home,22.0
1980,product_1980,beauty,207.87
1981,product_1981,electronics,57.63
1982,product_1982,toys,331.91
1983,product_1983,books,234.87
1984,product_1984,electronics,393.77
1985,product_1985,sports,306.23
1986,product_1986,beauty,149.86
1987,product_1987,beauty,278.78
1988,product_1988,sports,287.7
1989,product_1989,home,52.46
1990,product_1990,sports,386.66
1991,product_1991,books,448.24
1992,product_1992,toys,201.29
1993,product_1993,sports,494.18
1994,product_1994,books,284.0
1995,product_1995,grocery,166.39
1996,product_1996,books,494.63
1997,product_1997,home,294.79
1998,product_1998,toys,95.93
1999,product_1999,toys,116.44
